Symbol,Name,Last Sale,Net Change,% Change,Market Cap,Country,IPO Year,Volume,Sector,Industry,CapCategory,InvestmentRecommendation,AssetAllocation
BGSF,BGSF ,$5.25,-0.12,-2.235%,57876068.0,United States,,31317,Consumer Discretionary,Professional Services,Micro-cap,"Very High Risk, Potential for High Returns",Equity – Agg
BGT,BlackRock Floating,$12.57,-0.05,-0.396%,0.0,United States,2004.0,235553,Finance,Trusts Except Educational Religious and Charitable,Nano-cap,"Very High Risk, Potential for High Returns",Equity – Agg
BGX,Blackstone Long,$12.71,0.02,0.158%,0.0,,2011.0,60942,Finance,Trusts Except Educational Religious and Charitable,Nano-cap,"Very High Risk, Potential for High Returns",Equity – Agg
BGY,Blackrock Enhanced,$5.40,0.03,0.559%,0.0,United States,2007.0,226528,Finance,Trusts Except Educational Religious and Charitable,Nano-cap,"Very High Risk, Potential for High Returns",Equity – Agg
BH,Biglari Holdings,$214.39,-4.58,-2.092%,487845303.0,United States,2018.0,2812,Consumer Discretionary,Restaurants,Small-cap,"High Risk, High Potential Return",Equity – Agg
BHAT,Blue Hat,$0.0617,-0.0029,-4.489%,3603174.0,China,2019.0,50828719,Consumer Discretionary,Recreational Games/Products/Toys,Nano-cap,"Very High Risk, Potential for High Returns",Equity – Agg
BHB,Bar Harbor,$31.02,-0.37,-1.179%,473608893.0,United States,1997.0,37322,Finance,Major Banks,Small-cap,"High Risk, High Potential Return",Equity – Agg
BHC,Bausch Health,$7.65,0.08,1.057%,2813696018.0,Canada,,983136,Health Care,Biotechnology: Pharmaceutical Preparations,Mid-cap,"Moderate Risk, Good Growth Potential",Equity – Mod
BHE,Benchmark Electronics,$47.71,-0.13,-0.272%,1717413005.0,United States,,233815,Technology,Electrical Products,Small-cap,"High Risk, High Potential Return",Equity – Agg
BHF,Brighthouse Financial,$50.11,0.56,1.13%,2974241568.0,United States,,320236,Finance,Life Insurance,Mid-cap,"Moderate Risk, Good Growth Potential",Equity – Mod
BHFAL,Brighthouse Financial,$23.40,0.26,1.124%,1388889497.0,United States,,50495,Finance,Life Insurance,Small-cap,"High Risk, High Potential Return",Equity – Agg
BHFAM,Brighthouse Financial,$15.96,-0.11,-0.685%,947293862.0,United States,,61382,Finance,Life Insurance,Small-cap,"High Risk, High Potential Return",Equity – Agg
BHFAN,Brighthouse Financial,$18.10,-0.08,-0.44%,1074311961.0,United States,,52349,Finance,Life Insurance,Small-cap,"High Risk, High Potential Return",Equity – Agg
BHFAO,Brighthouse Financial,$22.89,0.28,1.238%,1358618828.0,United States,,40242,Finance,Life Insurance,Small-cap,"High Risk, High Potential Return",Equity – Agg
BHFAP,Brighthouse Financial,$22.43,0.14,0.628%,1331315872.0,United States,,27259,Finance,Life Insurance,Small-cap,"High Risk, High Potential Return",Equity – Agg
BHIL,Benson Hill,$1.91,0.0788,4.303%,11677778.0,United States,,29870,Consumer Staples,Packaged Foods,Nano-cap,"Very High Risk, Potential for High Returns",Equity – Agg
BHK,Blackrock Core,$10.425,0.065,0.627%,0.0,United States,2001.0,150014,Finance,Finance Companies,Nano-cap,"Very High Risk, Potential for High Returns",Equity – Agg
BHLB,Berkshire Hills,$28.50,-0.07,-0.245%,1224802149.0,United States,,809596,Finance,Banks,Small-cap,"High Risk, High Potential Return",Equity – Agg
BHM,Bluerock Homes,$12.50,-0.38,-2.95%,49530100.0,,2022.0,6761,Real Estate,Real Estate Investment Trusts,Nano-cap,"Very High Risk, Potential for High Returns",Equity – Agg
BHP,BHP Group,$49.56,-0.25,-0.502%,125641368508.0,Australia,,4147399,Energy,Coal Mining,Large-cap,"Lower Risk, Stable Returns",Equity – Mod
BHR,Braemar Hotels,$2.54,-0.17,-6.273%,168966403.0,United States,2013.0,333475,Real Estate,Real Estate Investment Trusts,Micro-cap,"Very High Risk, Potential for High Returns",Equity – Agg
BHR^B,Braemar Hotels,$14.18,0.05,0.354%,,United States,,2368,,,Mega-cap,"Lowest Risk, Strong Stable Returns",Equity – Mod
BHR^D,Braemar Hotels,$19.75,-0.03,-0.152%,,United States,,1644,,,Mega-cap,"Lowest Risk, Strong Stable Returns",Equity – Mod
BHRB,Burke &,$61.21,-0.61,-0.987%,916174508.0,United States,,32244,Finance,Major Banks,Small-cap,"High Risk, High Potential Return",Equity – Agg
BHST,BioHarvest Sciences,$5.90,-0.05,-0.84%,102233524.0,Canada,,3841,,,Micro-cap,"Very High Risk, Potential for High Returns",Equity – Agg
BHV,BlackRock Virginia,$10.8449,-0.0151,-0.139%,0.0,United States,2002.0,4990,Finance,Finance/Investors Services,Nano-cap,"Very High Risk, Potential for High Returns",Equity – Agg
BHVN,Biohaven Ltd.,$35.85,-0.34,-0.939%,3625232519.0,United States,2022.0,1279783,Health Care,Biotechnology: Pharmaceutical Preparations,Mid-cap,"Moderate Risk, Good Growth Potential",Equity – Mod
BIAF,bioAffinity Technologies,$0.7239,-0.0261,-3.48%,11281717.0,United States,2022.0,237497,Health Care,Biotechnology: Commercial Physical & Biological Resarch,Nano-cap,"Very High Risk, Potential for High Returns",Equity – Agg
BIAFW,bioAffinity Technologies,$0.55,0.0491,9.802%,8571549.0,United States,2022.0,906,Health Care,Biotechnology: Commercial Physical & Biological Resarch,Nano-cap,"Very High Risk, Potential for High Returns",Equity – Agg
BIDU,Baidu ,$80.73,-0.77,-0.945%,28307887715.0,China,2005.0,2047241,Technology,Computer Software: Programming Data Processing,Large-cap,"Lower Risk, Stable Returns",Equity – Mod
BIGC,BigCommerce Holdings,$6.14,-0.03,-0.486%,481253077.0,United States,2020.0,407202,Technology,Computer Software: Prepackaged Software,Small-cap,"High Risk, High Potential Return",Equity – Agg
BIGZ,BlackRock Innovation,$7.76,0.03,0.388%,1829778310.0,United States,2021.0,569799,,,Small-cap,"High Risk, High Potential Return",Equity – Agg
BIIB,Biogen ,$141.23,0.23,0.163%,20579942388.0,United States,,1198749,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),Large-cap,"Lower Risk, Stable Returns",Equity – Mod
BILI,Bilibili ,$16.98,0.15,0.891%,6998422905.0,China,2018.0,4762172,Technology,EDP Services,Mid-cap,"Moderate Risk, Good Growth Potential",Equity – Mod
BILL,BILL Holdings,$88.24,1.15,1.32%,9132546690.0,United States,2019.0,2222884,Technology,EDP Services,Mid-cap,"Moderate Risk, Good Growth Potential",Equity – Mod
BIO,Bio-Rad Laboratories,$344.47,2.68,0.784%,9644045640.0,United States,1980.0,147255,Industrials,Biotechnology: Laboratory Analytical Instruments,Mid-cap,"Moderate Risk, Good Growth Potential",Equity – Mod
BIO/B,Bio-Rad Laboratories,$341.00,0.0,0.00%,,United States,,11,,,Mega-cap,"Lowest Risk, Strong Stable Returns",Equity – Mod
BIOA,BioAge Labs,$5.04,0.14,2.857%,180677640.0,United States,2024.0,194842,Health Care,Biotechnology: Pharmaceutical Preparations,Micro-cap,"Very High Risk, Potential for High Returns",Equity – Agg
BIOX,Bioceres Crop,$6.91,-0.07,-1.003%,434283018.0,Argentina,,856973,Industrials,Agricultural Chemicals,Small-cap,"High Risk, High Potential Return",Equity – Agg
BIP,Brookfield Infrastructure,$30.92,-0.28,-0.897%,14264755614.0,Bermuda,,335389,Consumer Discretionary,Marine Transportation,Large-cap,"Lower Risk, Stable Returns",Equity – Mod
BIP^A,Brookfield Infrastructure,$17.91,-0.09,-0.50%,,Bermuda,,11173,,,Mega-cap,"Lowest Risk, Strong Stable Returns",Equity – Mod
BIP^B,Brookfield Infrastructure,$17.96,0.01,0.056%,,Bermuda,,4575,,,Mega-cap,"Lowest Risk, Strong Stable Returns",Equity – Mod
BIPC,Brookfield Infrastructure,$39.99,0.52,1.317%,5719660887.0,Canada,,380381,Consumer Discretionary,Marine Transportation,Mid-cap,"Moderate Risk, Good Growth Potential",Equity – Mod
BIPH,Brookfield Infrastructure,$18.00,-0.49,-2.65%,8304191496.0,Canada,2021.0,63957,Utilities,Oil & Gas Production,Mid-cap,"Moderate Risk, Good Growth Potential",Equity – Mod
BIPI,BIP Bermuda,$17.29,-0.3,-1.706%,163855601.0,Bermuda,2022.0,19627,Consumer Discretionary,Marine Transportation,Micro-cap,"Very High Risk, Potential for High Returns",Equity – Agg
BIPJ,Brookfield Infrastructure,$24.27,0.07,0.289%,11196818200.0,Canada,2024.0,14004,Utilities,Oil & Gas Production,Large-cap,"Lower Risk, Stable Returns",Equity – Mod
BIRD,Allbirds ,$6.97,0.03,0.432%,55288619.0,United States,2021.0,19592,Consumer Discretionary,Apparel,Micro-cap,"Very High Risk, Potential for High Returns",Equity – Agg
BIRK,Birkenstock Holding,$57.85,-0.28,-0.482%,10865919336.0,,2023.0,983848,Consumer Discretionary,Shoe Manufacturing,Large-cap,"Lower Risk, Stable Returns",Equity – Mod
BIT,BlackRock Multi-Sector,$14.59,-0.15,-1.018%,0.0,,2013.0,504938,Finance,Trusts Except Educational Religious and Charitable,Nano-cap,"Very High Risk, Potential for High Returns",Equity – Agg
BITF,Bitfarms Ltd.,$1.64,-0.03,-1.796%,774900567.0,Canada,,37979649,Finance,Finance: Consumer Services,Small-cap,"High Risk, High Potential Return",Equity – Agg
BIVI,BioVie ,$2.23,0.01,0.45%,39623028.0,United States,,1316417,Health Care,Biotechnology: Pharmaceutical Preparations,Nano-cap,"Very High Risk, Potential for High Returns",Equity – Agg
BJ,BJ's Wholesale,$94.43,2.5,2.719%,12473610168.0,United States,2018.0,1102890,Consumer Discretionary,Department/Specialty Retail Stores,Large-cap,"Lower Risk, Stable Returns",Equity – Mod
BJDX,Bluejay Diagnostics,$3.55,0.08,2.305%,1962632.0,United States,2021.0,14620,Health Care,Medical/Dental Instruments,Nano-cap,"Very High Risk, Potential for High Returns",Equity – Agg
BJRI,BJ's Restaurants,$34.02,-0.26,-0.758%,776218215.0,United States,,236265,Consumer Discretionary,Restaurants,Small-cap,"High Risk, High Potential Return",Equity – Agg
BK,The Bank,$82.25,0.21,0.256%,59802191820.0,United States,,5143112,Finance,Major Banks,Large-cap,"Lower Risk, Stable Returns",Equity – Mod
BKD,Brookdale Senior,$5.01,0.0,0.00%,998054770.0,United States,2005.0,1175135,Health Care,Hospital/Nursing Management,Small-cap,"High Risk, High Potential Return",Equity – Agg
BKDT,Brookdale Senior,$69.58,0.0,0.00%,13861207768.0,United States,2022.0,43,Health Care,Hospital/Nursing Management,Large-cap,"Lower Risk, Stable Returns",Equity – Mod
BKE,Buckle ,$47.28,-1.07,-2.213%,2400585075.0,United States,,630777,Consumer Discretionary,Clothing/Shoe/Accessory Stores,Mid-cap,"Moderate Risk, Good Growth Potential",Equity – Mod
BKH,Black Hills,$59.11,2.16,3.793%,4230693921.0,United States,,510197,Utilities,Electric Utilities: Central,Mid-cap,"Moderate Risk, Good Growth Potential",Equity – Mod
BKHA,Black Hawk,$10.40,0.0,0.00%,0.0,United States,2024.0,3,,,Nano-cap,"Very High Risk, Potential for High Returns",Equity – Agg
BKHAR,Black Hawk,$1.20,0.0,0.00%,0.0,United States,2024.0,6,,,Nano-cap,"Very High Risk, Potential for High Returns",Equity – Agg
BKKT,Bakkt Holdings,$26.11,1.94,8.026%,356958348.0,United States,,367696,Finance,Finance: Consumer Services,Small-cap,"High Risk, High Potential Return",Equity – Agg
BKN,BlackRock Investment,$11.20,0.05,0.448%,0.0,United States,1993.0,27614,Finance,Trusts Except Educational Religious and Charitable,Nano-cap,"Very High Risk, Potential for High Returns",Equity – Agg
BKNG,Booking Holdings,$4865.00,35.36,0.732%,161015508745.0,United States,,188391,Consumer Discretionary,Transportation Services,Large-cap,"Lower Risk, Stable Returns",Equity – Mod
BKR,Baker Hughes,$46.33,0.61,1.334%,45844730731.0,United States,,7400184,Industrials,Metal Fabrications,Large-cap,"Lower Risk, Stable Returns",Equity – Mod
BKSY,BlackSky Technology,$10.45,0.52,5.237%,321639860.0,United States,2019.0,1016667,Technology,Radio And Television Broadcasting And Communications Equipment,Small-cap,"High Risk, High Potential Return",Equity – Agg
BKT,BlackRock Income,$11.57,0.035,0.303%,1721181789.0,United States,,74348,Finance,Investment Bankers/Brokers/Service,Small-cap,"High Risk, High Potential Return",Equity – Agg
BKTI,BK Technologies,$32.58,-0.02,-0.061%,116091500.0,United States,,15092,Technology,Radio And Television Broadcasting And Communications Equipment,Micro-cap,"Very High Risk, Potential for High Returns",Equity – Agg
BKU,BankUnited ,$39.37,-0.46,-1.155%,2942868602.0,United States,2011.0,840441,Finance,Savings Institutions,Mid-cap,"Moderate Risk, Good Growth Potential",Equity – Mod
BKV,BKV Corporation,$24.34,-0.06,-0.246%,2059171326.0,,2024.0,270576,Energy,Oil & Gas Production,Mid-cap,"Moderate Risk, Good Growth Potential",Equity – Mod
BKYI,BIO-key International,$2.11,-0.17,-7.456%,6598073.0,United States,,3533275,Technology,Computer Software: Prepackaged Software,Nano-cap,"Very High Risk, Potential for High Returns",Equity – Agg
BL,BlackLine ,$60.01,1.34,2.284%,3749756115.0,United States,2016.0,651260,Technology,Computer Software: Prepackaged Software,Mid-cap,"Moderate Risk, Good Growth Potential",Equity – Mod
BLAC,Bellevue Life,$11.35,0.0,0.00%,0.0,United States,2023.0,132,Finance,Blank Checks,Nano-cap,"Very High Risk, Potential for High Returns",Equity – Agg
BLACR,Bellevue Life,$0.1642,0.0275,20.117%,0.0,United States,2023.0,1424,Finance,Blank Checks,Nano-cap,"Very High Risk, Potential for High Returns",Equity – Agg
BLBD,Blue Bird,$42.35,0.1,0.237%,1366550732.0,United States,2014.0,393168,Consumer Discretionary,Construction/Ag Equipment/Trucks,Small-cap,"High Risk, High Potential Return",Equity – Agg
BLBX,Blackboxstocks ,$1.94,0.03,1.571%,6844374.0,United States,,16027,Technology,EDP Services,Nano-cap,"Very High Risk, Potential for High Returns",Equity – Agg
BLCO,Bausch +,$17.44,0.17,0.984%,6141740596.0,,2022.0,855387,Health Care,Ophthalmic Goods,Mid-cap,"Moderate Risk, Good Growth Potential",Equity – Mod
BLD,TopBuild Corp.,$345.86,2.14,0.623%,10203755402.0,United States,2015.0,208879,Consumer Discretionary,Engineering & Construction,Large-cap,"Lower Risk, Stable Returns",Equity – Mod
BLDE,Blade Air,$4.11,0.13,3.266%,321870635.0,United States,2019.0,574385,Consumer Discretionary,Transportation Services,Small-cap,"High Risk, High Potential Return",Equity – Agg
BLDEW,Blade Air,$0.43,0.024,5.911%,33675030.0,United States,2019.0,35524,Consumer Discretionary,Transportation Services,Nano-cap,"Very High Risk, Potential for High Returns",Equity – Agg
BLDP,Ballard Power,$1.63,0.0,0.00%,488035658.0,Canada,,7791680,Energy,Industrial Machinery/Components,Small-cap,"High Risk, High Potential Return",Equity – Agg
BLDR,Builders FirstSource,$160.66,-0.88,-0.545%,18489552887.0,United States,2005.0,1247702,Consumer Discretionary,RETAIL: Building Materials,Large-cap,"Lower Risk, Stable Returns",Equity – Mod
BLE,BlackRock Municipal,$10.55,0.06,0.572%,0.0,United States,2002.0,71338,Finance,Finance/Investors Services,Nano-cap,"Very High Risk, Potential for High Returns",Equity – Agg
BLFS,BioLife Solutions,$26.45,-0.26,-0.973%,1226941810.0,United States,,192183,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,Small-cap,"High Risk, High Potential Return",Equity – Agg
BLFY,Blue Foundry,$9.37,0.0,0.00%,213601087.0,United States,2021.0,51302,Finance,Banks,Micro-cap,"Very High Risk, Potential for High Returns",Equity – Agg
BLIN,Bridgeline Digital,$1.67,-0.13,-7.222%,17397407.0,United States,2007.0,94690,Technology,Computer Software: Prepackaged Software,Nano-cap,"Very High Risk, Potential for High Returns",Equity – Agg
BLK,BlackRock ,$995.72,-17.46,-1.723%,154216048180.0,United States,1999.0,883798,Finance,Investment Bankers/Brokers/Service,Large-cap,"Lower Risk, Stable Returns",Equity – Mod
BLKB,Blackbaud ,$77.40,0.9,1.176%,3925548277.0,United States,2004.0,143086,Technology,Computer Software: Prepackaged Software,Mid-cap,"Moderate Risk, Good Growth Potential",Equity – Mod
BLMN,Bloomin' Brands,$11.49,-0.24,-2.046%,974846897.0,United States,2012.0,1382029,Consumer Discretionary,Restaurants,Small-cap,"High Risk, High Potential Return",Equity – Agg
BLMZ,BloomZ ,$0.4999,-0.0005,-0.10%,6713657.0,Japan,2024.0,92418,Consumer Discretionary,Movies/Entertainment,Nano-cap,"Very High Risk, Potential for High Returns",Equity – Agg
BLND,Blend Labs,$3.59,-0.13,-3.495%,918788944.0,United States,2021.0,2127915,Technology,Computer Software: Programming Data Processing,Small-cap,"High Risk, High Potential Return",Equity – Agg
BLNK,Blink Charging,$1.47,0.0,0.00%,148727847.0,United States,,3593447,Consumer Discretionary,Industrial Specialties,Micro-cap,"Very High Risk, Potential for High Returns",Equity – Agg
BLRX,BioLineRx Ltd.,$0.1219,0.0173,16.539%,9744686.0,Israel,,107451910,Health Care,Biotechnology: Pharmaceutical Preparations,Nano-cap,"Very High Risk, Potential for High Returns",Equity – Agg
BLTE,Belite Bio,$53.04,-1.86,-3.388%,1546086510.0,United States,2022.0,51067,Health Care,Biotechnology: Pharmaceutical Preparations,Small-cap,"High Risk, High Potential Return",Equity – Agg
BLUE,bluebird bio,$8.26,-0.03,-0.362%,80305512.0,United States,2013.0,109784,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),Micro-cap,"Very High Risk, Potential for High Returns",Equity – Agg
BLW,Blackrock Limited,$14.15,-0.1,-0.702%,505314230.0,United States,2003.0,74150,Consumer Discretionary,Other Consumer Services,Small-cap,"High Risk, High Potential Return",Equity – Agg
BLX,Banco Latinoamericano,$38.74,0.35,0.912%,2831108430.0,Panama,1992.0,102259,Finance,Commercial Banks,Mid-cap,"Moderate Risk, Good Growth Potential",Equity – Mod
BLZE,Backblaze ,$6.06,-0.11,-1.783%,269064000.0,United States,2021.0,165613,Technology,Computer Software: Prepackaged Software,Micro-cap,"Very High Risk, Potential for High Returns",Equity – Agg
BMA,Banco Macro,$111.63,-3.48,-3.023%,7137771896.0,Argentina,,361261,Finance,Commercial Banks,Mid-cap,"Moderate Risk, Good Growth Potential",Equity – Mod
BMBL,Bumble ,$7.825,-0.005,-0.064%,846527163.0,United States,2021.0,1325153,Technology,Computer Software: Programming Data Processing,Small-cap,"High Risk, High Potential Return",Equity – Agg
BME,Blackrock Health,$39.25,0.18,0.461%,523320957.0,United States,2005.0,37121,Finance,Trusts Except Educational Religious and Charitable,Small-cap,"High Risk, High Potential Return",Equity – Agg
BMEA,Biomea Fusion,$4.06,0.0,0.00%,147129069.0,United States,2021.0,398692,Health Care,Biotechnology: Pharmaceutical Preparations,Micro-cap,"Very High Risk, Potential for High Returns",Equity – Agg
BMEZ,BlackRock Health,$15.25,-0.01,-0.066%,203328525.0,United States,2020.0,358622,Finance,Trusts Except Educational Religious and Charitable,Micro-cap,"Very High Risk, Potential for High Returns",Equity – Agg
BMI,Badger Meter,$213.96,0.15,0.07%,6292703958.0,United States,1971.0,151038,Industrials,Industrial Machinery/Components,Mid-cap,"Moderate Risk, Good Growth Potential",Equity – Mod
